id_konsultasi,tgl_booking,id_klien,nama_klien,domisili_kota,kode_layanan,nama_layanan,kategori_layanan,biaya_jasa,durasi_menit,id_konsultan,nama_konsultan,kanal_sesi,skor_kepuasan_klien_1_5,status_penyelesaian,diskon_promo_voucher
ADV-SRV-2025556,2025-03-03 18:12:00,KLN-730,Ibu Farhan Nugroho,Bandung,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Private Mentoring Google Meet,4,Dalam Proses Analisis,100000
ADV-SRV-2025557,2025-08-30 18:40:00,KLN-344,Bpk. Nisa Hakim,Kuala Lumpur (Online),SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,250000
ADV-SRV-2025558,2025-01-27 21:13:00,KLN-1936,Keluarga Aisyah Santoso,Kuala Lumpur (Online),SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Zoom Virtual Meeting,4,Selesai & Laporan Terbit,100000
ADV-SRV-2025559,2025-01-22 10:52:00,KLN-738,Keluarga Muhammad Santoso,Kuala Lumpur (Online),SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Tatap Muka Kantor Advisory,5,Selesai & Laporan Terbit,100000
ADV-SRV-2025560,2025-03-06 19:55:00,KLN-1037,Ibu Rafi Suryono,Depok,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,4,Selesai & Laporan Terbit,0
ADV-SRV-2025561,2025-10-19 21:02:00,KLN-889,Ibu Salma Hakim,Tangerang Selatan,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Tatap Muka Kantor Advisory,5,Selesai & Laporan Terbit,250000
ADV-SRV-2025562,2025-02-16 18:32:00,KLN-1076,Bpk. Rizky Wijaya,Tangerang Selatan,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Tatap Muka Kantor Advisory,4,Jadwal Ulang (Rescheduled),0
ADV-SRV-2025563,2025-08-14 12:01:00,KLN-886,Keluarga Ibrahim Wijaya,Tangerang Selatan,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2025564,2025-07-15 16:51:00,KLN-713,Bpk. Zahra Saputra,Surabaya,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Zoom Virtual Meeting,5,Jadwal Ulang (Rescheduled),100000
ADV-SRV-2025565,2025-09-26 20:41:00,KLN-1992,Bpk. Muhammad Pratama,Bandung,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Tatap Muka Kantor Advisory,5,Jadwal Ulang (Rescheduled),0
ADV-SRV-2025566,2025-06-11 10:47:00,KLN-1046,Ibu Putri Hakim,Yogyakarta,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Tatap Muka Kantor Advisory,5,Jadwal Ulang (Rescheduled),250000
ADV-SRV-2025567,2025-04-30 21:10:00,KLN-1559,Bpk. Azizah Nugroho,Tangerang Selatan,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2025568,2025-08-22 12:55:00,KLN-1385,Ibu Khadijah Suryono,Surabaya,SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,0
ADV-SRV-2025569,2025-02-05 07:19:00,KLN-1075,Keluarga Fatimah Firmansyah,Depok,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Zoom Virtual Meeting,5,Jadwal Ulang (Rescheduled),0
ADV-SRV-2025570,2025-12-16 09:10:00,KLN-210,Keluarga Khadijah Santoso,Tangerang Selatan,SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Zoom Virtual Meeting,5,Dalam Proses Analisis,0
ADV-SRV-2025571,2025-04-08 16:23:00,KLN-1858,Keluarga Salma Maulana,Bekasi,SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,5,Dalam Proses Analisis,0
ADV-SRV-2025572,2025-10-12 17:27:00,KLN-1936,Ibu Azizah Kusuma,Kuala Lumpur (Online),SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2025573,2025-04-17 16:44:00,KLN-193,Ibu Maryam Firmansyah,Tangerang Selatan,SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Private Mentoring Google Meet,5,Dalam Proses Analisis,0
ADV-SRV-2025574,2025-07-16 21:45:00,KLN-744,Ibu Maryam Hidayat,Singapura (Online),SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Tatap Muka Kantor Advisory,5,Selesai & Laporan Terbit,0
ADV-SRV-2025575,2025-11-08 08:18:00,KLN-1571,Bpk. Khadijah Utami,Yogyakarta,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,4,Dalam Proses Analisis,0
ADV-SRV-2025576,2025-03-09 10:10:00,KLN-224,Ibu Rizky Hidayat,Tangerang Selatan,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Tatap Muka Kantor Advisory,4,Selesai & Laporan Terbit,500000
ADV-SRV-2025577,2025-06-11 21:57:00,KLN-871,Ibu Azizah Saputra,Tangerang Selatan,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Tatap Muka Kantor Advisory,3,Selesai & Laporan Terbit,0
ADV-SRV-2025578,2025-09-01 09:52:00,KLN-286,Ibu Nisa Maulana,Kuala Lumpur (Online),SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,5,Dalam Proses Analisis,0
ADV-SRV-2025579,2025-09-21 12:13:00,KLN-538,Bpk. Ali Nugroho,Bekasi,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Private Mentoring Google Meet,3,Selesai & Laporan Terbit,500000
ADV-SRV-2025580,2025-08-21 07:41:00,KLN-172,Keluarga Azizah Hakim,Kuala Lumpur (Online),SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Zoom Virtual Meeting,4,Dalam Proses Analisis,100000
ADV-SRV-2025581,2025-05-11 13:19:00,KLN-1926,Ibu Fatimah Suryono,Surabaya,SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,4,Jadwal Ulang (Rescheduled),0
ADV-SRV-2025582,2025-12-05 09:48:00,KLN-502,Keluarga Rania Firmansyah,Singapura (Online),SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Private Mentoring Google Meet,5,Jadwal Ulang (Rescheduled),100000
ADV-SRV-2025583,2025-07-10 17:24:00,KLN-1571,Ibu Rizky Maulana,Yogyakarta,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,5,Jadwal Ulang (Rescheduled),500000
ADV-SRV-2025584,2025-11-17 16:45:00,KLN-1236,Keluarga Fatimah Hakim,Bogor,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Tatap Muka Kantor Advisory,5,Selesai & Laporan Terbit,0
ADV-SRV-2025585,2025-02-15 16:30:00,KLN-320,Ibu Laila Pratama,Bandung,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,5,Jadwal Ulang (Rescheduled),250000
ADV-SRV-2025586,2025-08-07 21:26:00,KLN-412,Bpk. Hasan Maulana,Bekasi,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Private Mentoring Google Meet,5,Jadwal Ulang (Rescheduled),250000
ADV-SRV-2025587,2025-11-13 20:03:00,KLN-1565,Keluarga Khadijah Pratama,Bekasi,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Zoom Virtual Meeting,4,Selesai & Laporan Terbit,0
ADV-SRV-2025588,2025-02-13 07:10:00,KLN-1717,Bpk. Hana Suryono,Depok,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Private Mentoring Google Meet,5,Dalam Proses Analisis,250000
ADV-SRV-2025589,2025-03-09 17:12:00,KLN-756,Bpk. Dina Lestari,Bekasi,SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2025590,2025-02-09 14:44:00,KLN-644,Ibu Ali Pratama,Kuala Lumpur (Online),SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2025591,2025-01-25 15:59:00,KLN-792,Keluarga Farhan Utami,Bandung,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2025592,2025-07-04 14:36:00,KLN-895,Keluarga Maryam Lestari,Jakarta Selatan,SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,0
ADV-SRV-2025593,2025-07-08 08:53:00,KLN-119,Ibu Ibrahim Lestari,Tangerang Selatan,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Zoom Virtual Meeting,4,Jadwal Ulang (Rescheduled),0
ADV-SRV-2025594,2025-09-24 15:24:00,KLN-444,Ibu Ibrahim Maulana,Bogor,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Tatap Muka Kantor Advisory,5,Selesai & Laporan Terbit,250000
ADV-SRV-2025595,2025-02-14 17:02:00,KLN-1842,Ibu Safira Hidayat,Yogyakarta,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Tatap Muka Kantor Advisory,5,Selesai & Laporan Terbit,0
ADV-SRV-2025596,2025-10-06 15:15:00,KLN-1961,Keluarga Hasan Maulana,Bogor,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,3,Jadwal Ulang (Rescheduled),0
ADV-SRV-2025597,2025-04-02 14:27:00,KLN-291,Ibu Dina Firmansyah,Kuala Lumpur (Online),SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,5,Dalam Proses Analisis,0
ADV-SRV-2025598,2025-03-10 21:58:00,KLN-200,Ibu Zaid Kusuma,Kuala Lumpur (Online),SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2025599,2025-09-12 10:07:00,KLN-476,Ibu Hasan Saputra,Surabaya,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,4,Selesai & Laporan Terbit,100000
ADV-SRV-2025600,2025-02-10 21:17:00,KLN-977,Keluarga Harun Kusuma,Bandung,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,250000
ADV-SRV-2025601,2025-08-11 18:03:00,KLN-1878,Keluarga Ilham Ramadhan,Kuala Lumpur (Online),SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2025602,2025-08-27 19:18:00,KLN-1988,Bpk. Rizky Saputra,Depok,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Tatap Muka Kantor Advisory,5,Selesai & Laporan Terbit,100000
ADV-SRV-2025603,2025-01-31 18:46:00,KLN-957,Ibu Rizky Firmansyah,Tangerang Selatan,SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Tatap Muka Kantor Advisory,5,Dalam Proses Analisis,0
ADV-SRV-2025604,2025-09-21 15:07:00,KLN-629,Ibu Taufiq Nugroho,Depok,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Private Mentoring Google Meet,5,Dalam Proses Analisis,0
ADV-SRV-2025605,2025-07-19 16:55:00,KLN-1367,Bpk. Dina Suryono,Surabaya,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2025606,2025-03-02 11:52:00,KLN-1573,Keluarga Laila Utami,Yogyakarta,SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,4,Dalam Proses Analisis,0
ADV-SRV-2025607,2025-01-21 11:50:00,KLN-886,Keluarga Hana Saputra,Yogyakarta,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Tatap Muka Kantor Advisory,5,Dalam Proses Analisis,0
ADV-SRV-2025608,2025-03-24 19:27:00,KLN-1887,Bpk. Putri Hidayat,Jakarta Selatan,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Private Mentoring Google Meet,5,Jadwal Ulang (Rescheduled),0
ADV-SRV-2025609,2025-02-02 14:20:00,KLN-833,Bpk. Maryam Wijaya,Bekasi,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Zoom Virtual Meeting,5,Jadwal Ulang (Rescheduled),0
ADV-SRV-2025610,2025-09-16 18:43:00,KLN-694,Keluarga Rizky Maulana,Singapura (Online),SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Zoom Virtual Meeting,5,Dalam Proses Analisis,0
ADV-SRV-2025611,2025-08-10 07:08:00,KLN-1451,Bpk. Safira Kusuma,Yogyakarta,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Private Mentoring Google Meet,5,Jadwal Ulang (Rescheduled),100000
ADV-SRV-2025612,2025-06-23 18:55:00,KLN-562,Bpk. Umar Kusuma,Kuala Lumpur (Online),SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Zoom Virtual Meeting,5,Dalam Proses Analisis,0
ADV-SRV-2025613,2025-07-17 07:34:00,KLN-1070,Bpk. Rania Kusuma,Bogor,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,0
ADV-SRV-2025614,2025-01-27 17:05:00,KLN-248,Ibu Safira Ramadhan,Surabaya,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Tatap Muka Kantor Advisory,5,Jadwal Ulang (Rescheduled),0
ADV-SRV-2025615,2025-11-19 09:57:00,KLN-1698,Bpk. Maryam Suryono,Yogyakarta,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,0
ADV-SRV-2025616,2025-07-23 18:32:00,KLN-664,Ibu Dina Pratama,Surabaya,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,100000
ADV-SRV-2025617,2025-03-23 18:33:00,KLN-695,Bpk. Umar Firmansyah,Bekasi,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Tatap Muka Kantor Advisory,5,Dalam Proses Analisis,250000
ADV-SRV-2025618,2025-07-08 10:55:00,KLN-1243,Ibu Rizky Firmansyah,Yogyakarta,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Private Mentoring Google Meet,4,Dalam Proses Analisis,0
ADV-SRV-2025619,2025-09-06 13:07:00,KLN-689,Bpk. Nurul Suryono,Jakarta Selatan,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,250000
ADV-SRV-2025620,2025-03-26 19:02:00,KLN-1503,Keluarga Salma Utami,Bandung,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2025621,2025-12-17 11:55:00,KLN-831,Bpk. Rizky Ramadhan,Bandung,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Tatap Muka Kantor Advisory,4,Jadwal Ulang (Rescheduled),0
ADV-SRV-2025622,2025-10-13 17:57:00,KLN-1113,Keluarga Laila Suryono,Jakarta Selatan,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,3,Jadwal Ulang (Rescheduled),0
ADV-SRV-2025623,2025-12-27 09:25:00,KLN-1275,Bpk. Ibrahim Pratama,Depok,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,5,Dalam Proses Analisis,0
ADV-SRV-2025624,2025-01-20 12:51:00,KLN-1892,Ibu Rania Hakim,Bogor,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2025625,2025-09-08 18:56:00,KLN-1697,Keluarga Farhan Utami,Bekasi,SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Tatap Muka Kantor Advisory,5,Selesai & Laporan Terbit,0
ADV-SRV-2025626,2025-08-03 20:39:00,KLN-756,Keluarga Dina Hidayat,Surabaya,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Zoom Virtual Meeting,3,Selesai & Laporan Terbit,100000
ADV-SRV-2025627,2025-08-10 12:44:00,KLN-137,Keluarga Nisa Ramadhan,Yogyakarta,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Zoom Virtual Meeting,5,Dalam Proses Analisis,0
ADV-SRV-2025628,2025-09-22 16:14:00,KLN-1734,Ibu Nisa Suryono,Jakarta Selatan,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Private Mentoring Google Meet,4,Jadwal Ulang (Rescheduled),0
ADV-SRV-2025629,2025-11-12 08:18:00,KLN-336,Keluarga Ahmad Kusuma,Bandung,SRV-02,Perencanaan Waris & Wasiat Syariah Komprehensif,Hukum & Faraidh,2500000,120,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2025630,2025-12-09 18:14:00,KLN-628,Bpk. Laila Firmansyah,Kuala Lumpur (Online),SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,100000
ADV-SRV-2025631,2025-08-24 09:47:00,KLN-1343,Keluarga Dina Wijaya,Bandung,SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,3,Dalam Proses Analisis,0
ADV-SRV-2025632,2025-01-22 13:24:00,KLN-1889,Bpk. Putri Ramadhan,Surabaya,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Zoom Virtual Meeting,3,Selesai & Laporan Terbit,0
ADV-SRV-2025633,2025-06-26 20:08:00,KLN-318,Ibu Farhan Nugroho,Bandung,SRV-05,Konsultasi Restrukturisasi Utang & Solusi Riba,Mediasi & Pemulihan,950000,60,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2025634,2025-12-23 15:39:00,KLN-1114,Keluarga Putri Kusuma,Bekasi,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-05,"Fadhilurrohman, S.Sy., M.H.",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,0
ADV-SRV-2025635,2025-12-25 09:40:00,KLN-504,Bpk. Harun Kusuma,Bandung,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Tatap Muka Kantor Advisory,5,Jadwal Ulang (Rescheduled),100000
ADV-SRV-2025636,2025-06-11 10:01:00,KLN-1777,Bpk. Ahmad Kusuma,Yogyakarta,SRV-06,Corporate Training Literasi Keuangan Syariah,Corporate Training,7500000,180,KNS-04,"Nur Aini Rahmawati, M.Sc., CFP",Zoom Virtual Meeting,5,Selesai & Laporan Terbit,500000
ADV-SRV-2025637,2025-11-05 17:19:00,KLN-211,Keluarga Ali Saputra,Bogor,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Tatap Muka Kantor Advisory,5,Selesai & Laporan Terbit,0
ADV-SRV-2025638,2025-11-23 10:38:00,KLN-1691,Bpk. Nisa Ramadhan,Bogor,SRV-01,Konsultasi Keuangan Keluarga Sakinah 1-on-1,Perencanaan Finansial,1200000,90,KNS-01,"Dr. H. Salman Faris, CFP Syariah",Tatap Muka Kantor Advisory,5,Selesai & Laporan Terbit,0
ADV-SRV-2025639,2025-11-24 11:39:00,KLN-361,Keluarga Ali Lestari,Jakarta Selatan,SRV-03,Audit Portofolio Investasi & Bebas Riba,Investasi Syariah,1800000,90,KNS-03,"M. Reza Al-Faruq, S.E., CFP Syariah",Private Mentoring Google Meet,4,Selesai & Laporan Terbit,250000
ADV-SRV-2025640,2025-09-10 18:58:00,KLN-682,Keluarga Nurul Suryono,Bogor,SRV-04,Sertifikasi Sharia Financial Planner (SFP),Edukasi & Workshop,3500000,480,KNS-02,"Hj. Wardah Hanum, M.E.Sy., CFP",Private Mentoring Google Meet,5,Selesai & Laporan Terbit,0
