nomor_kontrak,id_konsumen,nama_konsumen,kode_proyek,tipe_unit,luas_bangunan_m2,luas_tanah_m2,tgl_akad,skema_akad,harga_pokok_developer,margin_keuntungan,total_harga_jual,uang_muka_dp,tenor_bulan,angsuran_per_bulan,angsuran_ke,total_terbayar,sisa_piutang,status_kelancaran
KTR-AGP-2025915,KNS-991,Rizky Pratama,PRJ-03,Tipe 45/72,45,72,2025-11-24 20:20:00,IMBT (Sewa Beli / Leasing),380000000,95000000,475000000,95000000,120,3166666,31,193166646,281833354,Dalam Pantauan
KTR-AGP-2025916,KNS-2634,Muhammad Wijaya,PRJ-02,Tipe 60/90,60,90,2025-07-30 14:04:00,Cash Keras Bertahap,540000000,97200000,637200000,63720000,60,9558000,10,159300000,477900000,Lancar
KTR-AGP-2025917,KNS-2791,Umar Maulana,PRJ-02,Tipe 45/72,45,72,2025-05-21 08:39:00,Murabahah (Jual Beli Angsuran),380000000,83600000,463600000,92720000,84,4415238,3,105965714,357634286,Lancar
KTR-AGP-2025918,KNS-2159,Zaid Ramadhan,PRJ-01,Tipe 36/60,36,60,2025-12-03 16:17:00,Istishna' (Pesan Bangun),240000000,52800000,292800000,29280000,84,3137142,17,82611414,210188586,Dalam Pantauan
KTR-AGP-2025919,KNS-2842,Nurul Ramadhan,PRJ-04,Tipe 60/90,60,90,2025-07-14 07:12:00,Cash Keras Bertahap,540000000,97200000,637200000,127440000,36,14160000,30,552240000,84960000,Lunas Dini
KTR-AGP-2025920,KNS-711,Danang Kusuma,PRJ-05,Tipe 84/120,84,120,2025-02-18 13:06:00,IMBT (Sewa Beli / Leasing),780000000,171600000,951600000,285480000,60,11102000,21,518622000,432978000,Tertunggak >60 Hari
KTR-AGP-2025921,KNS-2173,Laila Lestari,PRJ-04,Tipe 60/90,60,90,2025-05-11 18:19:00,Cash Keras Bertahap,540000000,162000000,702000000,70200000,36,17550000,11,263250000,438750000,Lancar
KTR-AGP-2025922,KNS-814,Muhammad Suryono,PRJ-04,Tipe 36/60,36,60,2025-07-11 14:05:00,Cash Keras Bertahap,240000000,52800000,292800000,29280000,120,2196000,7,44652000,248148000,Lunas Dini
KTR-AGP-2025923,KNS-1710,Ali Ramadhan,PRJ-04,Tipe 36/60,36,60,2025-06-29 12:24:00,IMBT (Sewa Beli / Leasing),240000000,60000000,300000000,30000000,84,3214285,3,39642855,260357145,Dalam Pantauan
KTR-AGP-2025924,KNS-2320,Danang Utami,PRJ-02,Tipe 120/150 VIP,120,150,2025-07-19 07:38:00,Istishna' (Pesan Bangun),1250000000,375000000,1625000000,812500000,24,33854166,13,1252604158,372395842,Lancar
KTR-AGP-2025925,KNS-170,Khadijah Ramadhan,PRJ-05,Tipe 36/60,36,60,2025-05-11 17:33:00,Murabahah (Jual Beli Angsuran),240000000,60000000,300000000,30000000,84,3214285,11,65357135,234642865,Lunas Dini
KTR-AGP-2025926,KNS-430,Fikri Lestari,PRJ-02,Tipe 60/90,60,90,2025-08-04 16:33:00,IMBT (Sewa Beli / Leasing),540000000,118800000,658800000,329400000,120,2745000,4,340380000,318420000,Lancar
KTR-AGP-2025927,KNS-2234,Azizah Hidayat,PRJ-05,Tipe 60/90,60,90,2025-10-30 13:34:00,Murabahah (Jual Beli Angsuran),540000000,162000000,702000000,140400000,36,15600000,23,499200000,202800000,Tertunggak >60 Hari
KTR-AGP-2025928,KNS-1680,Ahmad Ramadhan,PRJ-05,Tipe 36/60,36,60,2025-06-27 11:48:00,Murabahah (Jual Beli Angsuran),240000000,72000000,312000000,156000000,60,2600000,20,208000000,104000000,Lunas Dini
KTR-AGP-2025929,KNS-2667,Farhan Maulana,PRJ-01,Tipe 60/90,60,90,2025-07-11 21:37:00,Istishna' (Pesan Bangun),540000000,118800000,658800000,131760000,120,4392000,29,259128000,399672000,Lancar
KTR-AGP-2025930,KNS-1789,Rizky Suryono,PRJ-02,Tipe 36/60,36,60,2025-02-08 07:34:00,Murabahah (Jual Beli Angsuran),240000000,60000000,300000000,150000000,120,1250000,11,163750000,136250000,Lancar
KTR-AGP-2025931,KNS-2924,Ahmad Utami,PRJ-04,Tipe 120/150 VIP,120,150,2025-07-23 18:25:00,IMBT (Sewa Beli / Leasing),1250000000,225000000,1475000000,442500000,120,8604166,11,537145826,937854174,Lancar
KTR-AGP-2025932,KNS-944,Rafi Pratama,PRJ-03,Tipe 60/90,60,90,2025-03-08 18:51:00,Cash Keras Bertahap,540000000,135000000,675000000,202500000,84,5625000,5,230625000,444375000,Lancar
KTR-AGP-2025933,KNS-2444,Salma Firmansyah,PRJ-03,Tipe 45/72,45,72,2025-10-03 09:31:00,IMBT (Sewa Beli / Leasing),380000000,83600000,463600000,46360000,120,3477000,20,115900000,347700000,Dalam Pantauan
KTR-AGP-2025934,KNS-1272,Umar Wijaya,PRJ-02,Tipe 36/60,36,60,2025-04-06 20:25:00,Murabahah (Jual Beli Angsuran),240000000,72000000,312000000,62400000,36,6933333,26,242666658,69333342,Lancar
KTR-AGP-2025935,KNS-1607,Rafi Ramadhan,PRJ-01,Tipe 45/72,45,72,2025-07-27 09:47:00,IMBT (Sewa Beli / Leasing),380000000,68400000,448400000,134520000,36,8718888,5,178114440,270285560,Lunas Dini
KTR-AGP-2025936,KNS-393,Nisa Ramadhan,PRJ-02,Tipe 120/150 VIP,120,150,2025-09-05 11:17:00,Murabahah (Jual Beli Angsuran),1250000000,275000000,1525000000,305000000,36,33888888,15,813333320,711666680,Lancar
KTR-AGP-2025937,KNS-703,Harun Firmansyah,PRJ-05,Tipe 45/72,45,72,2025-01-03 09:42:00,IMBT (Sewa Beli / Leasing),380000000,114000000,494000000,49400000,36,12350000,16,247000000,247000000,Lancar
KTR-AGP-2025938,KNS-428,Ahmad Santoso,PRJ-01,Tipe 45/72,45,72,2025-04-11 12:42:00,Istishna' (Pesan Bangun),380000000,95000000,475000000,95000000,120,3166666,22,164666652,310333348,Lancar
KTR-AGP-2025939,KNS-587,Ali Lestari,PRJ-02,Tipe 60/90,60,90,2025-11-01 09:25:00,IMBT (Sewa Beli / Leasing),540000000,162000000,702000000,351000000,24,14625000,12,526500000,175500000,Lancar
KTR-AGP-2025940,KNS-1481,Rizky Santoso,PRJ-03,Tipe 36/60,36,60,2025-11-06 17:39:00,Istishna' (Pesan Bangun),240000000,52800000,292800000,146400000,36,4066666,10,187066660,105733340,Lancar
KTR-AGP-2025941,KNS-2408,Hasan Kusuma,PRJ-02,Tipe 45/72,45,72,2025-03-15 12:55:00,Cash Keras Bertahap,380000000,68400000,448400000,224200000,60,3736666,8,254093328,194306672,Tertunggak 1-30 Hari
KTR-AGP-2025942,KNS-341,Safira Ramadhan,PRJ-02,Tipe 120/150 VIP,120,150,2025-03-17 17:54:00,Murabahah (Jual Beli Angsuran),1250000000,275000000,1525000000,457500000,120,8895833,32,742166656,782833344,Tertunggak 1-30 Hari
KTR-AGP-2025943,KNS-398,Dina Hakim,PRJ-02,Tipe 36/60,36,60,2025-12-08 20:56:00,Istishna' (Pesan Bangun),240000000,60000000,300000000,90000000,24,8750000,4,125000000,175000000,Lancar
KTR-AGP-2025944,KNS-1807,Ali Firmansyah,PRJ-04,Tipe 84/120,84,120,2025-05-01 14:57:00,IMBT (Sewa Beli / Leasing),780000000,140400000,920400000,276120000,60,10738000,9,372762000,547638000,Tertunggak 1-30 Hari
KTR-AGP-2025945,KNS-742,Khadijah Saputra,PRJ-05,Tipe 36/60,36,60,2025-04-26 17:13:00,Murabahah (Jual Beli Angsuran),240000000,43200000,283200000,84960000,120,1652000,32,137824000,145376000,Lancar
KTR-AGP-2025946,KNS-152,Taufiq Kusuma,PRJ-04,Tipe 60/90,60,90,2025-10-22 09:30:00,Cash Keras Bertahap,540000000,162000000,702000000,210600000,84,5850000,16,304200000,397800000,Dalam Pantauan
KTR-AGP-2025947,KNS-2147,Rafi Santoso,PRJ-03,Tipe 120/150 VIP,120,150,2025-05-19 21:12:00,Cash Keras Bertahap,1250000000,375000000,1625000000,487500000,84,13541666,19,744791654,880208346,Dalam Pantauan
KTR-AGP-2025948,KNS-892,Rizky Hidayat,PRJ-02,Tipe 84/120,84,120,2025-02-20 11:50:00,Murabahah (Jual Beli Angsuran),780000000,234000000,1014000000,507000000,84,6035714,6,543214284,470785716,Lancar
KTR-AGP-2025949,KNS-2914,Putri Wijaya,PRJ-05,Tipe 84/120,84,120,2025-12-15 10:46:00,Cash Keras Bertahap,780000000,234000000,1014000000,507000000,120,4225000,1,511225000,502775000,Tertunggak >60 Hari
KTR-AGP-2025950,KNS-1512,Danang Ramadhan,PRJ-04,Tipe 36/60,36,60,2025-09-21 08:43:00,IMBT (Sewa Beli / Leasing),240000000,43200000,283200000,56640000,84,2697142,31,140251402,142948598,Lancar
KTR-AGP-2025951,KNS-110,Muhammad Lestari,PRJ-03,Tipe 84/120,84,120,2025-09-11 14:11:00,Istishna' (Pesan Bangun),780000000,140400000,920400000,460200000,84,5478571,29,619078559,301321441,Dalam Pantauan
KTR-AGP-2025952,KNS-2529,Laila Suryono,PRJ-03,Tipe 36/60,36,60,2025-09-03 20:07:00,Istishna' (Pesan Bangun),240000000,72000000,312000000,93600000,24,9100000,19,266500000,45500000,Lancar
KTR-AGP-2025953,KNS-2374,Farhan Maulana,PRJ-01,Tipe 36/60,36,60,2025-11-07 11:25:00,IMBT (Sewa Beli / Leasing),240000000,43200000,283200000,56640000,120,1888000,7,69856000,213344000,Lancar
KTR-AGP-2025954,KNS-1136,Ibrahim Nugroho,PRJ-04,Tipe 36/60,36,60,2025-09-24 08:49:00,IMBT (Sewa Beli / Leasing),240000000,60000000,300000000,90000000,120,1750000,35,151250000,148750000,Tertunggak >60 Hari
KTR-AGP-2025955,KNS-2216,Hasan Suryono,PRJ-02,Tipe 45/72,45,72,2025-05-13 16:35:00,Murabahah (Jual Beli Angsuran),380000000,83600000,463600000,92720000,60,6181333,15,185439995,278160005,Lancar
KTR-AGP-2025956,KNS-1125,Zahra Saputra,PRJ-05,Tipe 84/120,84,120,2025-05-28 20:20:00,Istishna' (Pesan Bangun),780000000,140400000,920400000,184080000,36,20453333,31,818133323,102266677,Tertunggak >60 Hari
KTR-AGP-2025957,KNS-912,Dina Suryono,PRJ-02,Tipe 36/60,36,60,2025-05-02 11:29:00,IMBT (Sewa Beli / Leasing),240000000,43200000,283200000,28320000,120,2124000,1,30444000,252756000,Tertunggak 1-30 Hari
KTR-AGP-2025958,KNS-2177,Danang Saputra,PRJ-02,Tipe 84/120,84,120,2025-02-19 09:14:00,Istishna' (Pesan Bangun),780000000,234000000,1014000000,101400000,24,38025000,20,861900000,152100000,Lancar
KTR-AGP-2025959,KNS-2669,Hasan Utami,PRJ-05,Tipe 60/90,60,90,2025-05-09 07:54:00,Cash Keras Bertahap,540000000,118800000,658800000,329400000,84,3921428,4,345085712,313714288,Lunas Dini
KTR-AGP-2025960,KNS-2739,Umar Ramadhan,PRJ-01,Tipe 36/60,36,60,2025-12-20 08:06:00,Cash Keras Bertahap,240000000,52800000,292800000,87840000,24,8540000,9,164700000,128100000,Lancar
KTR-AGP-2025961,KNS-890,Harun Lestari,PRJ-04,Tipe 84/120,84,120,2025-03-24 16:18:00,IMBT (Sewa Beli / Leasing),780000000,171600000,951600000,475800000,60,7930000,7,531310000,420290000,Lancar
KTR-AGP-2025962,KNS-1184,Hasan Lestari,PRJ-05,Tipe 45/72,45,72,2025-05-22 13:50:00,IMBT (Sewa Beli / Leasing),380000000,68400000,448400000,44840000,60,6726000,17,159182000,289218000,Tertunggak 1-30 Hari
KTR-AGP-2025963,KNS-1263,Hana Firmansyah,PRJ-02,Tipe 60/90,60,90,2025-03-07 16:18:00,Istishna' (Pesan Bangun),540000000,118800000,658800000,197640000,60,7686000,28,412848000,245952000,Tertunggak 1-30 Hari
KTR-AGP-2025964,KNS-1356,Ali Lestari,PRJ-03,Tipe 60/90,60,90,2025-06-30 12:32:00,Istishna' (Pesan Bangun),540000000,97200000,637200000,63720000,24,23895000,15,422145000,215055000,Tertunggak >60 Hari
KTR-AGP-2025965,KNS-2374,Rania Lestari,PRJ-05,Tipe 84/120,84,120,2025-03-05 09:40:00,Murabahah (Jual Beli Angsuran),780000000,171600000,951600000,190320000,24,31720000,1,222040000,729560000,Lancar
KTR-AGP-2025966,KNS-481,Rizky Firmansyah,PRJ-02,Tipe 36/60,36,60,2025-10-06 14:39:00,IMBT (Sewa Beli / Leasing),240000000,72000000,312000000,31200000,24,11700000,10,148200000,163800000,Lunas Dini
KTR-AGP-2025967,KNS-2447,Ali Lestari,PRJ-02,Tipe 120/150 VIP,120,150,2025-06-16 16:25:00,IMBT (Sewa Beli / Leasing),1250000000,225000000,1475000000,147500000,84,15803571,8,273928568,1201071432,Lancar
KTR-AGP-2025968,KNS-2471,Nurul Wijaya,PRJ-01,Tipe 84/120,84,120,2025-04-20 07:14:00,Cash Keras Bertahap,780000000,195000000,975000000,487500000,120,4062500,8,520000000,455000000,Tertunggak 1-30 Hari
KTR-AGP-2025969,KNS-2706,Ibrahim Hidayat,PRJ-03,Tipe 120/150 VIP,120,150,2025-05-07 21:45:00,IMBT (Sewa Beli / Leasing),1250000000,312500000,1562500000,468750000,60,18229166,11,669270826,893229174,Dalam Pantauan
KTR-AGP-2025970,KNS-2825,Taufiq Lestari,PRJ-05,Tipe 84/120,84,120,2025-05-28 19:54:00,Murabahah (Jual Beli Angsuran),780000000,171600000,951600000,95160000,36,23790000,16,475800000,475800000,Lancar
KTR-AGP-2025971,KNS-1895,Ali Hakim,PRJ-03,Tipe 120/150 VIP,120,150,2025-09-01 15:57:00,Istishna' (Pesan Bangun),1250000000,312500000,1562500000,156250000,24,58593750,13,917968750,644531250,Lancar
KTR-AGP-2025972,KNS-1741,Fatimah Ramadhan,PRJ-03,Tipe 84/120,84,120,2025-03-19 20:35:00,Cash Keras Bertahap,780000000,234000000,1014000000,507000000,60,8450000,18,659100000,354900000,Lancar
KTR-AGP-2025973,KNS-371,Ahmad Utami,PRJ-01,Tipe 60/90,60,90,2025-09-26 19:09:00,IMBT (Sewa Beli / Leasing),540000000,118800000,658800000,131760000,60,8784000,1,140544000,518256000,Lancar
KTR-AGP-2025974,KNS-2680,Maryam Nugroho,PRJ-04,Tipe 60/90,60,90,2025-06-02 08:06:00,Istishna' (Pesan Bangun),540000000,118800000,658800000,131760000,24,21960000,7,285480000,373320000,Lancar
KTR-AGP-2025975,KNS-116,Taufiq Saputra,PRJ-05,Tipe 84/120,84,120,2025-10-07 11:08:00,Murabahah (Jual Beli Angsuran),780000000,234000000,1014000000,304200000,60,11830000,4,351520000,662480000,Lunas Dini
KTR-AGP-2025976,KNS-1214,Ali Santoso,PRJ-03,Tipe 36/60,36,60,2025-01-14 17:34:00,IMBT (Sewa Beli / Leasing),240000000,52800000,292800000,29280000,36,7320000,34,278160000,14640000,Lunas Dini
KTR-AGP-2025977,KNS-1253,Laila Firmansyah,PRJ-01,Tipe 60/90,60,90,2025-08-10 18:41:00,Cash Keras Bertahap,540000000,162000000,702000000,351000000,120,2925000,18,403650000,298350000,Lancar
KTR-AGP-2025978,KNS-2921,Ali Lestari,PRJ-05,Tipe 120/150 VIP,120,150,2025-06-10 15:17:00,Cash Keras Bertahap,1250000000,312500000,1562500000,312500000,24,52083333,5,572916665,989583335,Lancar
KTR-AGP-2025979,KNS-1339,Nisa Hakim,PRJ-04,Tipe 45/72,45,72,2025-10-19 18:41:00,IMBT (Sewa Beli / Leasing),380000000,68400000,448400000,89680000,24,14946666,20,388613320,59786680,Lancar
KTR-AGP-2025980,KNS-355,Muhammad Utami,PRJ-05,Tipe 120/150 VIP,120,150,2025-09-05 20:56:00,Murabahah (Jual Beli Angsuran),1250000000,375000000,1625000000,162500000,36,40625000,14,731250000,893750000,Lancar
KTR-AGP-2025981,KNS-2812,Azizah Wijaya,PRJ-03,Tipe 45/72,45,72,2025-05-19 07:35:00,Istishna' (Pesan Bangun),380000000,114000000,494000000,247000000,84,2940476,19,302869044,191130956,Tertunggak >60 Hari
KTR-AGP-2025982,KNS-2479,Zaid Suryono,PRJ-03,Tipe 45/72,45,72,2025-01-22 10:30:00,IMBT (Sewa Beli / Leasing),380000000,95000000,475000000,237500000,120,1979166,8,253333328,221666672,Lancar
KTR-AGP-2025983,KNS-271,Fatimah Nugroho,PRJ-01,Tipe 60/90,60,90,2025-05-17 17:51:00,Murabahah (Jual Beli Angsuran),540000000,162000000,702000000,210600000,36,13650000,18,456300000,245700000,Lancar
KTR-AGP-2025984,KNS-720,Safira Suryono,PRJ-03,Tipe 45/72,45,72,2025-08-13 13:45:00,Murabahah (Jual Beli Angsuran),380000000,83600000,463600000,46360000,24,17385000,19,376675000,86925000,Lancar
KTR-AGP-2025985,KNS-459,Ahmad Lestari,PRJ-03,Tipe 120/150 VIP,120,150,2025-06-01 21:57:00,Istishna' (Pesan Bangun),1250000000,375000000,1625000000,325000000,24,54166666,1,379166666,1245833334,Lancar
KTR-AGP-2025986,KNS-1561,Azizah Maulana,PRJ-05,Tipe 60/90,60,90,2025-05-23 12:09:00,Cash Keras Bertahap,540000000,97200000,637200000,127440000,84,6068571,24,273085704,364114296,Lancar
KTR-AGP-2025987,KNS-775,Rania Lestari,PRJ-04,Tipe 120/150 VIP,120,150,2025-02-12 12:21:00,Cash Keras Bertahap,1250000000,225000000,1475000000,442500000,120,8604166,20,614583320,860416680,Lancar
KTR-AGP-2025988,KNS-950,Ali Nugroho,PRJ-02,Tipe 120/150 VIP,120,150,2025-07-10 07:20:00,IMBT (Sewa Beli / Leasing),1250000000,375000000,1625000000,162500000,24,60937500,16,1137500000,487500000,Lancar
KTR-AGP-2025989,KNS-537,Laila Kusuma,PRJ-04,Tipe 60/90,60,90,2025-09-27 15:51:00,Istishna' (Pesan Bangun),540000000,118800000,658800000,131760000,36,14640000,6,219600000,439200000,Tertunggak 1-30 Hari
KTR-AGP-2025990,KNS-321,Khadijah Saputra,PRJ-02,Tipe 36/60,36,60,2025-08-13 10:20:00,Murabahah (Jual Beli Angsuran),240000000,60000000,300000000,60000000,24,10000000,20,260000000,40000000,Lancar
KTR-AGP-2025991,KNS-1789,Rizky Suryono,PRJ-01,Tipe 60/90,60,90,2025-09-22 17:20:00,Murabahah (Jual Beli Angsuran),540000000,97200000,637200000,191160000,60,7434000,18,324972000,312228000,Lancar
KTR-AGP-2025992,KNS-1615,Putri Saputra,PRJ-05,Tipe 60/90,60,90,2025-03-27 16:12:00,Murabahah (Jual Beli Angsuran),540000000,135000000,675000000,135000000,36,15000000,30,585000000,90000000,Lancar
KTR-AGP-2025993,KNS-2433,Maryam Pratama,PRJ-03,Tipe 60/90,60,90,2025-07-29 18:38:00,Istishna' (Pesan Bangun),540000000,118800000,658800000,197640000,60,7686000,27,405162000,253638000,Lunas Dini
KTR-AGP-2025994,KNS-1537,Ilham Saputra,PRJ-05,Tipe 45/72,45,72,2025-11-17 10:06:00,Cash Keras Bertahap,380000000,83600000,463600000,139080000,60,5408666,10,193166660,270433340,Lancar
KTR-AGP-2025995,KNS-1457,Putri Kusuma,PRJ-01,Tipe 60/90,60,90,2025-03-27 21:51:00,Istishna' (Pesan Bangun),540000000,135000000,675000000,135000000,84,6428571,19,257142849,417857151,Lancar
KTR-AGP-2025996,KNS-2816,Rizky Lestari,PRJ-03,Tipe 84/120,84,120,2025-10-01 13:43:00,Murabahah (Jual Beli Angsuran),780000000,171600000,951600000,475800000,60,7930000,2,491660000,459940000,Lancar
KTR-AGP-2025997,KNS-2174,Rizky Ramadhan,PRJ-04,Tipe 60/90,60,90,2025-03-30 08:31:00,Istishna' (Pesan Bangun),540000000,135000000,675000000,135000000,24,22500000,7,292500000,382500000,Lancar
KTR-AGP-2025998,KNS-1102,Salma Lestari,PRJ-03,Tipe 84/120,84,120,2025-03-13 21:35:00,Istishna' (Pesan Bangun),780000000,195000000,975000000,97500000,60,14625000,16,331500000,643500000,Tertunggak >60 Hari
KTR-AGP-2025999,KNS-2077,Rafi Maulana,PRJ-04,Tipe 60/90,60,90,2025-10-06 17:27:00,IMBT (Sewa Beli / Leasing),540000000,135000000,675000000,337500000,120,2812500,5,351562500,323437500,Dalam Pantauan
KTR-AGP-2026000,KNS-1618,Umar Firmansyah,PRJ-02,Tipe 120/150 VIP,120,150,2025-09-12 10:04:00,IMBT (Sewa Beli / Leasing),1250000000,375000000,1625000000,487500000,36,31597222,33,1530208326,94791674,Lancar
KTR-AGP-2026001,KNS-468,Putri Hakim,PRJ-02,Tipe 60/90,60,90,2025-01-16 13:59:00,IMBT (Sewa Beli / Leasing),540000000,135000000,675000000,202500000,24,19687500,11,419062500,255937500,Lancar
KTR-AGP-2026002,KNS-1920,Hasan Maulana,PRJ-02,Tipe 120/150 VIP,120,150,2025-03-07 09:03:00,Murabahah (Jual Beli Angsuran),1250000000,375000000,1625000000,487500000,120,9479166,29,762395814,862604186,Tertunggak 1-30 Hari
KTR-AGP-2026003,KNS-295,Farhan Wijaya,PRJ-04,Tipe 120/150 VIP,120,150,2025-01-17 09:02:00,Murabahah (Jual Beli Angsuran),1250000000,275000000,1525000000,457500000,84,12708333,14,635416662,889583338,Tertunggak 1-30 Hari
KTR-AGP-2026004,KNS-842,Rania Hidayat,PRJ-03,Tipe 60/90,60,90,2025-05-03 09:36:00,IMBT (Sewa Beli / Leasing),540000000,118800000,658800000,197640000,60,7686000,6,243756000,415044000,Dalam Pantauan
KTR-AGP-2026005,KNS-2877,Nisa Hakim,PRJ-02,Tipe 60/90,60,90,2025-09-07 17:19:00,Istishna' (Pesan Bangun),540000000,162000000,702000000,351000000,84,4178571,26,459642846,242357154,Lancar
KTR-AGP-2026006,KNS-1973,Harun Suryono,PRJ-04,Tipe 120/150 VIP,120,150,2025-11-30 08:40:00,Istishna' (Pesan Bangun),1250000000,312500000,1562500000,312500000,120,10416666,22,541666652,1020833348,Lancar
KTR-AGP-2026007,KNS-1913,Danang Saputra,PRJ-04,Tipe 45/72,45,72,2025-02-28 17:12:00,IMBT (Sewa Beli / Leasing),380000000,83600000,463600000,231800000,84,2759523,24,298028552,165571448,Tertunggak >60 Hari
KTR-AGP-2026008,KNS-2409,Taufiq Hakim,PRJ-03,Tipe 60/90,60,90,2025-03-15 21:53:00,IMBT (Sewa Beli / Leasing),540000000,135000000,675000000,202500000,60,7875000,5,241875000,433125000,Lancar
KTR-AGP-2026009,KNS-2804,Umar Suryono,PRJ-01,Tipe 45/72,45,72,2025-02-26 08:58:00,Murabahah (Jual Beli Angsuran),380000000,95000000,475000000,142500000,120,2770833,31,228395823,246604177,Lancar
KTR-AGP-2026010,KNS-2522,Rafi Kusuma,PRJ-01,Tipe 60/90,60,90,2025-06-25 21:09:00,Murabahah (Jual Beli Angsuran),540000000,162000000,702000000,351000000,120,2925000,27,429975000,272025000,Lancar
KTR-AGP-2026011,KNS-2479,Umar Lestari,PRJ-03,Tipe 120/150 VIP,120,150,2025-06-05 12:08:00,IMBT (Sewa Beli / Leasing),1250000000,275000000,1525000000,457500000,84,12708333,19,698958327,826041673,Lancar
KTR-AGP-2026012,KNS-1420,Ilham Nugroho,PRJ-04,Tipe 120/150 VIP,120,150,2025-12-09 17:39:00,IMBT (Sewa Beli / Leasing),1250000000,275000000,1525000000,305000000,120,10166666,6,365999996,1159000004,Lancar
KTR-AGP-2026013,KNS-363,Dina Hidayat,PRJ-02,Tipe 84/120,84,120,2025-11-17 20:18:00,Cash Keras Bertahap,780000000,140400000,920400000,92040000,120,6903000,18,216294000,704106000,Lunas Dini
KTR-AGP-2026014,KNS-1047,Fikri Firmansyah,PRJ-02,Tipe 45/72,45,72,2025-05-17 07:23:00,Cash Keras Bertahap,380000000,68400000,448400000,44840000,120,3363000,27,135641000,312759000,Lancar
KTR-AGP-2026015,KNS-871,Danang Ramadhan,PRJ-02,Tipe 45/72,45,72,2025-07-28 17:12:00,IMBT (Sewa Beli / Leasing),380000000,68400000,448400000,134520000,120,2615666,17,178986322,269413678,Tertunggak >60 Hari
KTR-AGP-2026016,KNS-2372,Muhammad Hakim,PRJ-05,Tipe 45/72,45,72,2025-08-03 21:27:00,Istishna' (Pesan Bangun),380000000,68400000,448400000,224200000,24,9341666,12,336299992,112100008,Lancar
KTR-AGP-2026017,KNS-465,Nisa Ramadhan,PRJ-02,Tipe 120/150 VIP,120,150,2025-10-09 17:02:00,Cash Keras Bertahap,1250000000,225000000,1475000000,147500000,36,36875000,26,1106250000,368750000,Dalam Pantauan
KTR-AGP-2026018,KNS-2124,Hasan Saputra,PRJ-02,Tipe 45/72,45,72,2025-12-26 12:02:00,Istishna' (Pesan Bangun),380000000,95000000,475000000,47500000,36,11875000,15,225625000,249375000,Lancar
KTR-AGP-2026019,KNS-2244,Maryam Hakim,PRJ-04,Tipe 84/120,84,120,2025-11-22 19:39:00,IMBT (Sewa Beli / Leasing),780000000,171600000,951600000,190320000,120,6344000,3,209352000,742248000,Dalam Pantauan
KTR-AGP-2026020,KNS-1025,Zaid Hidayat,PRJ-04,Tipe 36/60,36,60,2025-07-25 14:29:00,Cash Keras Bertahap,240000000,52800000,292800000,146400000,60,2440000,1,148840000,143960000,Lunas Dini
KTR-AGP-2026021,KNS-1146,Hasan Utami,PRJ-01,Tipe 45/72,45,72,2025-02-07 09:00:00,Cash Keras Bertahap,380000000,83600000,463600000,92720000,24,15453333,10,247253330,216346670,Lunas Dini
KTR-AGP-2026022,KNS-2824,Ibrahim Suryono,PRJ-01,Tipe 120/150 VIP,120,150,2025-08-09 16:25:00,Cash Keras Bertahap,1250000000,275000000,1525000000,152500000,84,16339285,35,724374975,800625025,Tertunggak 1-30 Hari
KTR-AGP-2026023,KNS-621,Ali Hakim,PRJ-05,Tipe 36/60,36,60,2025-05-17 19:42:00,Istishna' (Pesan Bangun),240000000,52800000,292800000,146400000,60,2440000,24,204960000,87840000,Lancar
KTR-AGP-2026024,KNS-992,Salma Suryono,PRJ-02,Tipe 45/72,45,72,2025-01-26 10:37:00,Murabahah (Jual Beli Angsuran),380000000,68400000,448400000,134520000,84,3736666,22,216726652,231673348,Tertunggak 1-30 Hari
KTR-AGP-2026025,KNS-197,Farhan Lestari,PRJ-02,Tipe 36/60,36,60,2025-08-27 21:41:00,Istishna' (Pesan Bangun),240000000,72000000,312000000,31200000,120,2340000,3,38220000,273780000,Dalam Pantauan
KTR-AGP-2026026,KNS-1012,Ahmad Hidayat,PRJ-05,Tipe 120/150 VIP,120,150,2025-06-02 13:53:00,Murabahah (Jual Beli Angsuran),1250000000,312500000,1562500000,156250000,60,23437500,18,578125000,984375000,Lancar
