id_setoran,id_santri,nama_santri,kelompok_halaqah,kode_program,id_musyrif,nama_musyrif,waktu_setoran,juz_setor,halaman_mulai,halaman_selesai,jumlah_halaman,skor_kelancaran_1_100,skor_tajwid_1_100,status_kelulusan_halaman,infaq_bulanan_terbayar
STR-QUR-2026037,SNTR-647,Ali Nugroho,Halaqah Imam Hamzah,PRG-01,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-09-18 16:49:00,16,304,314,10,70,98,I'adah (Wajib Ulang),350000
STR-QUR-2026038,SNTR-263,Ahmad Pratama,Halaqah Imam Nafi,PRG-01,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-09-27 07:20:00,21,406,409,3,82,93,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2026039,SNTR-1209,Ahmad Ramadhan,Halaqah Imam Ashim,PRG-01,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-08-21 20:42:00,21,409,411,2,76,96,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2026040,SNTR-459,Aisyah Firmansyah,Halaqah Imam Hamzah,PRG-02,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-02-13 19:07:00,20,389,390,1,79,77,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2026041,SNTR-1121,Taufiq Hidayat,Halaqah Imam Ashim,PRG-02,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-02-07 11:53:00,15,285,286,1,75,83,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2026042,SNTR-1296,Fikri Suryono,Halaqah Imam Hamzah,PRG-03,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-03-06 10:56:00,19,361,366,5,66,86,I'adah (Wajib Ulang),400000
STR-QUR-2026043,SNTR-643,Nurul Hidayat,Halaqah Imam Hamzah,PRG-02,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-06-13 12:10:00,18,347,367,20,75,84,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2026044,SNTR-895,Taufiq Firmansyah,Halaqah Imam Ashim,PRG-04,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-01-12 21:02:00,19,365,366,1,83,94,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2026045,SNTR-399,Ali Lestari,Halaqah Imam Ibnu Katsir,PRG-05,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-10-24 13:54:00,4,65,85,20,93,99,Mumtaz (Lulus Sempurna),500000
STR-QUR-2026046,SNTR-1094,Umar Hidayat,Halaqah Imam Ashim,PRG-04,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-05-08 10:55:00,24,464,465,1,90,96,Mumtaz (Lulus Sempurna),0
STR-QUR-2026047,SNTR-732,Fikri Santoso,Halaqah Imam Nafi,PRG-04,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-04-20 16:07:00,5,85,105,20,100,93,Mumtaz (Lulus Sempurna),250000
STR-QUR-2026048,SNTR-1329,Farhan Nugroho,Halaqah Imam Ibnu Katsir,PRG-01,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-06-28 20:19:00,5,81,83,2,94,89,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2026049,SNTR-1183,Zahra Santoso,Halaqah Imam Hamzah,PRG-02,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-07-04 11:07:00,1,8,18,10,66,86,I'adah (Wajib Ulang),300000
STR-QUR-2026050,SNTR-314,Rafi Lestari,Halaqah Imam Hamzah,PRG-03,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-08-31 14:00:00,7,122,125,3,87,97,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2026051,SNTR-415,Ibrahim Nugroho,Halaqah Imam Ibnu Katsir,PRG-02,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-06-28 10:18:00,21,410,413,3,93,88,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2026052,SNTR-496,Salma Suryono,Halaqah Imam Nafi,PRG-02,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-08-25 09:52:00,22,426,429,3,68,98,I'adah (Wajib Ulang),300000
STR-QUR-2026053,SNTR-1305,Zahra Santoso,Halaqah Imam Abu Amr,PRG-02,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-06-09 13:11:00,12,229,232,3,85,70,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2026054,SNTR-716,Fikri Nugroho,Halaqah Imam Ashim,PRG-04,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-11-01 10:51:00,26,501,502,1,100,70,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2026055,SNTR-631,Putri Kusuma,Halaqah Imam Abu Amr,PRG-03,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-10-26 14:51:00,6,101,103,2,95,84,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2026056,SNTR-423,Muhammad Kusuma,Halaqah Imam Ashim,PRG-04,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-04-18 17:45:00,27,524,534,10,72,87,I'adah (Wajib Ulang),250000
STR-QUR-2026057,SNTR-323,Ahmad Ramadhan,Halaqah Imam Ibnu Katsir,PRG-03,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-06-19 17:26:00,5,87,89,2,91,97,Mumtaz (Lulus Sempurna),400000
STR-QUR-2026058,SNTR-1327,Rizky Ramadhan,Halaqah Imam Hamzah,PRG-05,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-07-11 19:35:00,24,461,463,2,97,84,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2026059,SNTR-624,Harun Pratama,Halaqah Imam Abu Amr,PRG-01,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-09-29 07:44:00,25,490,510,20,77,70,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2026060,SNTR-452,Hasan Hakim,Halaqah Imam Nafi,PRG-05,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-05-07 11:28:00,29,562,564,2,65,91,I'adah (Wajib Ulang),500000
STR-QUR-2026061,SNTR-412,Muhammad Hakim,Halaqah Imam Ibnu Katsir,PRG-01,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-08-07 18:25:00,14,267,277,10,70,85,I'adah (Wajib Ulang),350000
STR-QUR-2026062,SNTR-1053,Farhan Saputra,Halaqah Imam Hamzah,PRG-04,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-12-27 08:05:00,3,49,69,20,87,88,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2026063,SNTR-659,Putri Santoso,Halaqah Imam Ashim,PRG-02,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-06-06 08:06:00,23,441,442,1,83,75,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2026064,SNTR-1305,Muhammad Nugroho,Halaqah Imam Nafi,PRG-02,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-02-12 20:23:00,24,461,464,3,97,96,Mumtaz (Lulus Sempurna),300000
STR-QUR-2026065,SNTR-978,Maryam Utami,Halaqah Imam Hamzah,PRG-03,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-08-26 11:59:00,15,288,298,10,71,73,I'adah (Wajib Ulang),400000
STR-QUR-2026066,SNTR-438,Hasan Lestari,Halaqah Imam Hamzah,PRG-04,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-08-16 21:21:00,8,141,144,3,98,70,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2026067,SNTR-801,Rafi Hakim,Halaqah Imam Ashim,PRG-03,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-04-16 13:25:00,29,567,572,5,70,77,I'adah (Wajib Ulang),400000
STR-QUR-2026068,SNTR-511,Salma Hidayat,Halaqah Imam Hamzah,PRG-01,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-11-18 08:55:00,28,549,551,2,99,77,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2026069,SNTR-1074,Taufiq Ramadhan,Halaqah Imam Ashim,PRG-03,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-08-14 18:23:00,20,386,387,1,79,84,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2026070,SNTR-786,Rizky Santoso,Halaqah Imam Abu Amr,PRG-03,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-03-01 18:20:00,24,467,477,10,97,94,Mumtaz (Lulus Sempurna),0
STR-QUR-2026071,SNTR-1347,Azizah Hakim,Halaqah Imam Ibnu Katsir,PRG-02,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-01-09 14:05:00,15,283,285,2,79,77,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2026072,SNTR-510,Zaid Hidayat,Halaqah Imam Ibnu Katsir,PRG-05,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-05-29 18:34:00,14,268,270,2,95,100,Mumtaz (Lulus Sempurna),500000
STR-QUR-2026073,SNTR-119,Zahra Hakim,Halaqah Imam Ashim,PRG-04,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-04-18 13:04:00,24,465,466,1,91,75,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2026074,SNTR-176,Zaid Maulana,Halaqah Imam Abu Amr,PRG-01,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-06-21 14:41:00,10,181,182,1,81,92,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2026075,SNTR-423,Ahmad Wijaya,Halaqah Imam Ibnu Katsir,PRG-01,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-04-18 07:03:00,25,488,498,10,83,90,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2026076,SNTR-519,Ilham Hakim,Halaqah Imam Hamzah,PRG-02,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-10-06 08:09:00,17,328,333,5,85,97,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2026077,SNTR-618,Taufiq Ramadhan,Halaqah Imam Hamzah,PRG-05,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-12-08 09:00:00,20,385,387,2,87,95,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2026078,SNTR-1347,Fatimah Maulana,Halaqah Imam Hamzah,PRG-02,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-11-07 07:36:00,7,127,137,10,100,88,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2026079,SNTR-1041,Harun Hakim,Halaqah Imam Ibnu Katsir,PRG-05,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-10-25 12:49:00,14,261,271,10,79,95,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2026080,SNTR-1274,Hasan Hidayat,Halaqah Imam Nafi,PRG-01,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-07-07 15:28:00,13,245,255,10,71,78,I'adah (Wajib Ulang),350000
STR-QUR-2026081,SNTR-825,Harun Ramadhan,Halaqah Imam Ashim,PRG-02,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-09-24 20:54:00,7,130,132,2,84,84,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2026082,SNTR-1238,Hana Hakim,Halaqah Imam Ibnu Katsir,PRG-04,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-10-19 21:02:00,17,330,340,10,98,71,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2026083,SNTR-1014,Hasan Santoso,Halaqah Imam Hamzah,PRG-02,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-10-05 07:51:00,14,267,270,3,83,90,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2026084,SNTR-974,Salma Wijaya,Halaqah Imam Nafi,PRG-04,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-01-30 18:25:00,16,302,312,10,80,71,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2026085,SNTR-1081,Zaid Santoso,Halaqah Imam Ashim,PRG-03,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-07-12 15:02:00,3,41,61,20,93,90,Mumtaz (Lulus Sempurna),0
STR-QUR-2026086,SNTR-471,Azizah Hakim,Halaqah Imam Nafi,PRG-03,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-10-04 08:38:00,6,103,113,10,66,95,I'adah (Wajib Ulang),400000
STR-QUR-2026087,SNTR-530,Ilham Firmansyah,Halaqah Imam Nafi,PRG-01,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-07-14 12:16:00,4,70,75,5,74,79,I'adah (Wajib Ulang),350000
STR-QUR-2026088,SNTR-574,Fikri Nugroho,Halaqah Imam Ibnu Katsir,PRG-05,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-04-20 17:46:00,29,568,571,3,96,71,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2026089,SNTR-208,Laila Firmansyah,Halaqah Imam Ashim,PRG-02,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-08-03 17:44:00,15,290,292,2,83,79,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2026090,SNTR-693,Maryam Nugroho,Halaqah Imam Ashim,PRG-04,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-05-25 16:42:00,5,85,88,3,65,87,I'adah (Wajib Ulang),250000
STR-QUR-2026091,SNTR-313,Fatimah Santoso,Halaqah Imam Nafi,PRG-01,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-07-25 21:24:00,13,248,250,2,82,90,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2026092,SNTR-603,Laila Santoso,Halaqah Imam Hamzah,PRG-02,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-12-09 15:27:00,20,390,393,3,91,92,Mumtaz (Lulus Sempurna),300000
STR-QUR-2026093,SNTR-636,Taufiq Kusuma,Halaqah Imam Abu Amr,PRG-03,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-12-26 17:38:00,13,243,248,5,98,85,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2026094,SNTR-536,Azizah Ramadhan,Halaqah Imam Hamzah,PRG-04,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-03-21 18:56:00,21,404,414,10,98,91,Mumtaz (Lulus Sempurna),250000
STR-QUR-2026095,SNTR-1094,Nurul Pratama,Halaqah Imam Hamzah,PRG-02,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-12-21 16:41:00,15,286,288,2,92,99,Mumtaz (Lulus Sempurna),300000
STR-QUR-2026096,SNTR-256,Fikri Wijaya,Halaqah Imam Ashim,PRG-03,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-05-07 11:13:00,4,65,75,10,81,99,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2026097,SNTR-1305,Azizah Hidayat,Halaqah Imam Ibnu Katsir,PRG-01,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-01-09 10:52:00,19,369,372,3,76,91,Jayyid Jiddan (Lulus Baik),350000
STR-QUR-2026098,SNTR-1072,Harun Firmansyah,Halaqah Imam Ibnu Katsir,PRG-04,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-03-11 20:41:00,24,469,470,1,86,72,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2026099,SNTR-1489,Farhan Suryono,Halaqah Imam Nafi,PRG-04,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-01-19 15:16:00,2,28,30,2,82,98,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2026100,SNTR-580,Umar Maulana,Halaqah Imam Ibnu Katsir,PRG-02,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-11-09 12:09:00,3,48,58,10,82,75,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2026101,SNTR-1221,Aisyah Lestari,Halaqah Imam Abu Amr,PRG-05,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-03-18 13:23:00,27,530,550,20,73,84,I'adah (Wajib Ulang),500000
STR-QUR-2026102,SNTR-926,Danang Utami,Halaqah Imam Nafi,PRG-03,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-10-24 10:39:00,25,484,494,10,99,96,Mumtaz (Lulus Sempurna),400000
STR-QUR-2026103,SNTR-1151,Ali Maulana,Halaqah Imam Abu Amr,PRG-03,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-07-26 11:50:00,2,23,24,1,94,94,Mumtaz (Lulus Sempurna),400000
STR-QUR-2026104,SNTR-291,Fatimah Nugroho,Halaqah Imam Ibnu Katsir,PRG-04,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-03-05 19:23:00,20,384,386,2,76,91,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2026105,SNTR-291,Ahmad Suryono,Halaqah Imam Ashim,PRG-02,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-09-02 18:47:00,22,424,434,10,91,81,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2026106,SNTR-1484,Fikri Suryono,Halaqah Imam Abu Amr,PRG-02,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-05-23 07:31:00,1,9,14,5,71,93,I'adah (Wajib Ulang),300000
STR-QUR-2026107,SNTR-324,Farhan Hidayat,Halaqah Imam Nafi,PRG-04,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-08-24 15:40:00,7,127,132,5,68,79,I'adah (Wajib Ulang),250000
STR-QUR-2026108,SNTR-176,Rizky Nugroho,Halaqah Imam Abu Amr,PRG-02,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-04-27 11:29:00,10,182,202,20,79,85,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2026109,SNTR-834,Rafi Wijaya,Halaqah Imam Hamzah,PRG-03,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-08-26 19:27:00,25,489,499,10,71,72,I'adah (Wajib Ulang),400000
STR-QUR-2026110,SNTR-910,Hana Maulana,Halaqah Imam Abu Amr,PRG-01,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-07-18 10:44:00,14,264,265,1,65,86,I'adah (Wajib Ulang),350000
STR-QUR-2026111,SNTR-340,Harun Pratama,Halaqah Imam Nafi,PRG-02,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-12-29 16:04:00,16,310,312,2,90,85,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2026112,SNTR-1254,Putri Suryono,Halaqah Imam Nafi,PRG-05,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-10-25 10:54:00,11,206,211,5,82,77,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2026113,SNTR-1193,Umar Utami,Halaqah Imam Ashim,PRG-04,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-05-27 18:54:00,13,245,250,5,75,76,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2026114,SNTR-187,Zaid Lestari,Halaqah Imam Abu Amr,PRG-05,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-12-20 20:02:00,6,107,112,5,95,78,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2026115,SNTR-1178,Ibrahim Maulana,Halaqah Imam Nafi,PRG-01,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-07-23 11:00:00,7,130,132,2,71,96,I'adah (Wajib Ulang),350000
STR-QUR-2026116,SNTR-170,Laila Kusuma,Halaqah Imam Abu Amr,PRG-03,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-08-03 17:36:00,28,548,553,5,80,98,Jayyid Jiddan (Lulus Baik),400000
STR-QUR-2026117,SNTR-1154,Rafi Maulana,Halaqah Imam Ibnu Katsir,PRG-04,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-06-24 21:09:00,7,124,127,3,70,75,I'adah (Wajib Ulang),250000
STR-QUR-2026118,SNTR-563,Nurul Nugroho,Halaqah Imam Hamzah,PRG-04,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-05-22 17:40:00,19,364,367,3,75,94,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2026119,SNTR-1015,Hasan Wijaya,Halaqah Imam Ibnu Katsir,PRG-01,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-02-05 12:59:00,17,326,327,1,71,89,I'adah (Wajib Ulang),350000
STR-QUR-2026120,SNTR-1456,Harun Hidayat,Halaqah Imam Hamzah,PRG-01,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-02-22 10:24:00,2,29,31,2,68,93,I'adah (Wajib Ulang),350000
STR-QUR-2026121,SNTR-510,Ilham Ramadhan,Halaqah Imam Ashim,PRG-02,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-03-11 11:30:00,17,330,332,2,88,94,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2026122,SNTR-1027,Farhan Lestari,Halaqah Imam Ashim,PRG-02,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-03-14 12:45:00,17,322,327,5,76,73,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2026123,SNTR-403,Fikri Ramadhan,Halaqah Imam Nafi,PRG-02,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-01-18 08:32:00,17,327,347,20,67,77,I'adah (Wajib Ulang),300000
STR-QUR-2026124,SNTR-206,Umar Firmansyah,Halaqah Imam Hamzah,PRG-05,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-03-22 21:54:00,6,104,106,2,72,73,I'adah (Wajib Ulang),500000
STR-QUR-2026125,SNTR-154,Rafi Hidayat,Halaqah Imam Hamzah,PRG-05,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-10-20 14:17:00,26,510,511,1,99,75,Jayyid Jiddan (Lulus Baik),500000
STR-QUR-2026126,SNTR-1392,Hasan Maulana,Halaqah Imam Ashim,PRG-03,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-11-05 07:10:00,25,487,497,10,98,93,Mumtaz (Lulus Sempurna),400000
STR-QUR-2026127,SNTR-1393,Harun Saputra,Halaqah Imam Nafi,PRG-02,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-08-16 13:52:00,13,244,246,2,94,99,Mumtaz (Lulus Sempurna),0
STR-QUR-2026128,SNTR-1371,Rafi Suryono,Halaqah Imam Abu Amr,PRG-04,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-08-13 10:54:00,9,167,168,1,77,88,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2026129,SNTR-1069,Zaid Pratama,Halaqah Imam Hamzah,PRG-01,MSR-04,"Ust. Fatih Karim, Al-Hafizh",2025-01-24 16:39:00,19,367,369,2,66,70,I'adah (Wajib Ulang),350000
STR-QUR-2026130,SNTR-1215,Muhammad Firmansyah,Halaqah Imam Ibnu Katsir,PRG-04,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-01-30 07:44:00,25,489,491,2,96,95,Mumtaz (Lulus Sempurna),250000
STR-QUR-2026131,SNTR-841,Ahmad Maulana,Halaqah Imam Hamzah,PRG-05,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-10-11 13:03:00,15,288,298,10,96,91,Mumtaz (Lulus Sempurna),0
STR-QUR-2026132,SNTR-641,Dina Hakim,Halaqah Imam Nafi,PRG-04,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-07-01 13:28:00,25,481,501,20,71,75,I'adah (Wajib Ulang),250000
STR-QUR-2026133,SNTR-413,Hasan Kusuma,Halaqah Imam Nafi,PRG-04,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-03-09 12:40:00,4,69,89,20,89,75,Jayyid Jiddan (Lulus Baik),250000
STR-QUR-2026134,SNTR-1309,Zahra Utami,Halaqah Imam Ashim,PRG-02,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-06-11 11:10:00,28,544,545,1,92,70,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2026135,SNTR-408,Azizah Suryono,Halaqah Imam Nafi,PRG-01,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-05-29 07:53:00,10,184,185,1,87,73,Jayyid Jiddan (Lulus Baik),0
STR-QUR-2026136,SNTR-1389,Rafi Pratama,Halaqah Imam Ibnu Katsir,PRG-04,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-05-22 12:02:00,3,41,44,3,100,96,Mumtaz (Lulus Sempurna),250000
STR-QUR-2026137,SNTR-1175,Hasan Pratama,Halaqah Imam Hamzah,PRG-05,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-12-04 20:10:00,6,101,102,1,67,98,I'adah (Wajib Ulang),500000
STR-QUR-2026138,SNTR-1417,Ahmad Pratama,Halaqah Imam Ibnu Katsir,PRG-02,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-11-29 14:10:00,17,327,347,20,78,71,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2026139,SNTR-1387,Putri Kusuma,Halaqah Imam Hamzah,PRG-03,MSR-05,"Ust. Wildan Syakir, Al-Hafizh",2025-08-20 09:29:00,28,545,565,20,95,99,Mumtaz (Lulus Sempurna),400000
STR-QUR-2026140,SNTR-429,Rafi Hidayat,Halaqah Imam Hamzah,PRG-05,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-06-21 10:34:00,16,308,318,10,73,77,I'adah (Wajib Ulang),500000
STR-QUR-2026141,SNTR-888,Ilham Kusuma,Halaqah Imam Hamzah,PRG-02,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-02-22 16:02:00,23,447,457,10,77,73,Jayyid Jiddan (Lulus Baik),300000
STR-QUR-2026142,SNTR-837,Fikri Saputra,Halaqah Imam Ibnu Katsir,PRG-05,MSR-01,"Ust. Muhaimin, Al-Hafizh (Sanad Ashim)",2025-03-13 21:28:00,13,243,263,20,96,93,Mumtaz (Lulus Sempurna),500000
STR-QUR-2026143,SNTR-932,Putri Wijaya,Halaqah Imam Ibnu Katsir,PRG-03,MSR-02,"Ust. Dzulqarnain, Al-Hafizh (Sanad Nafi)",2025-11-21 07:37:00,11,209,211,2,67,81,I'adah (Wajib Ulang),400000
STR-QUR-2026144,SNTR-1471,Harun Utami,Halaqah Imam Abu Amr,PRG-02,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-10-22 11:36:00,14,264,274,10,95,98,Mumtaz (Lulus Sempurna),300000
STR-QUR-2026145,SNTR-204,Danang Ramadhan,Halaqah Imam Nafi,PRG-05,MSR-03,"Usth. Maryam Al-Khattab, Al-Hafizhah",2025-03-07 18:04:00,16,303,308,5,78,73,Jayyid Jiddan (Lulus Baik),500000
