id_transaksi_mart,tgl_transaksi,id_anggota,nama_anggota,tipe_anggota,kode_produk,nama_produk,kategori_produk,harga_jual,harga_pokok,qty_beli,total_omset,laba_kotor,metode_bayar,poin_keaktifan_shu
KOP-20251666,2025-02-02 13:43:00,ANG-1711,Hana Firmansyah,Karyawan Pesantren,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,6,108000,42000,Saldo Tabungan Wadiah Koperasi,12
KOP-20251667,2025-01-17 07:53:00,ANG-247,Salma Wijaya,Wali Santri / Tamu,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,1,18000,7000,Tunai,0
KOP-20251668,2025-11-22 14:53:00,ANG-1157,Aisyah Hidayat,Masyarakat Sekitar,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,2,12000,5600,Saldo Tabungan Wadiah Koperasi,0
KOP-20251669,2025-09-30 21:24:00,ANG-1291,Ali Maulana,Karyawan Pesantren,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,1,45000,17000,Tunai,2
KOP-20251670,2025-02-06 15:05:00,ANG-464,Aisyah Lestari,Masyarakat Sekitar,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,1,8000,3500,Kartu Santri Smart Card (RFID),0
KOP-20251671,2025-03-19 19:56:00,ANG-276,Muhammad Hidayat,Karyawan Pesantren,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,2,50000,26000,QRIS Kopontren,4
KOP-20251672,2025-01-16 18:52:00,ANG-244,Umar Maulana,Masyarakat Sekitar,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,3,135000,51000,Saldo Tabungan Wadiah Koperasi,0
KOP-20251673,2025-11-19 14:58:00,ANG-1952,Rafi Kusuma,Masyarakat Sekitar,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,2,90000,34000,Kartu Santri Smart Card (RFID),0
KOP-20251674,2025-02-24 19:36:00,ANG-1033,Putri Suryono,Wali Santri / Tamu,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,2,36000,14000,Kartu Santri Smart Card (RFID),0
KOP-20251675,2025-12-19 10:06:00,ANG-2124,Laila Hidayat,Karyawan Pesantren,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,1,3500,1500,QRIS Kopontren,2
KOP-20251676,2025-02-14 15:56:00,ANG-1173,Farhan Kusuma,Wali Santri / Tamu,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,1,65000,25000,Tunai,0
KOP-20251677,2025-10-11 08:24:00,ANG-1681,Umar Santoso,Ustadz / Pengajar,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,2,7000,3000,Kartu Santri Smart Card (RFID),4
KOP-20251678,2025-03-04 12:24:00,ANG-1628,Fikri Lestari,Wali Santri / Tamu,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,1,6000,2800,Kartu Santri Smart Card (RFID),0
KOP-20251679,2025-09-19 14:42:00,ANG-516,Taufiq Firmansyah,Masyarakat Sekitar,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,1,25000,13000,Tunai,0
KOP-20251680,2025-06-06 10:16:00,ANG-1864,Azizah Nugroho,Ustadz / Pengajar,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,1,25000,13000,Kartu Santri Smart Card (RFID),2
KOP-20251681,2025-01-29 15:58:00,ANG-1188,Nurul Wijaya,Masyarakat Sekitar,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,3,135000,51000,Tunai,0
KOP-20251682,2025-08-03 15:42:00,ANG-573,Safira Hidayat,Wali Santri / Tamu,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,1,95000,35000,QRIS Kopontren,0
KOP-20251683,2025-02-13 09:58:00,ANG-696,Safira Utami,Karyawan Pesantren,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,1,18000,7000,Tunai,2
KOP-20251684,2025-09-09 15:05:00,ANG-2029,Putri Hakim,Masyarakat Sekitar,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,1,65000,25000,QRIS Kopontren,0
KOP-20251685,2025-06-21 21:32:00,ANG-2189,Fikri Maulana,Masyarakat Sekitar,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,1,6000,2800,Saldo Tabungan Wadiah Koperasi,0
KOP-20251686,2025-01-16 20:09:00,ANG-782,Zaid Firmansyah,Karyawan Pesantren,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,1,95000,35000,QRIS Kopontren,2
KOP-20251687,2025-02-10 21:44:00,ANG-1463,Ahmad Wijaya,Ustadz / Pengajar,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,1,45000,17000,QRIS Kopontren,2
KOP-20251688,2025-08-07 11:24:00,ANG-2386,Ibrahim Santoso,Karyawan Pesantren,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,3,10500,4500,Tunai,6
KOP-20251689,2025-12-13 19:53:00,ANG-1503,Salma Lestari,Karyawan Pesantren,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,1,65000,25000,Kartu Santri Smart Card (RFID),2
KOP-20251690,2025-09-07 15:05:00,ANG-1572,Maryam Santoso,Wali Santri / Tamu,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,12,42000,18000,Kartu Santri Smart Card (RFID),0
KOP-20251691,2025-01-07 17:56:00,ANG-403,Rafi Saputra,Masyarakat Sekitar,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,1,3500,1500,Kartu Santri Smart Card (RFID),0
KOP-20251692,2025-04-26 10:30:00,ANG-2114,Ahmad Utami,Karyawan Pesantren,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,1,25000,13000,Tunai,2
KOP-20251693,2025-06-08 13:06:00,ANG-833,Nisa Lestari,Karyawan Pesantren,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,1,95000,35000,QRIS Kopontren,2
KOP-20251694,2025-04-14 09:00:00,ANG-271,Harun Saputra,Karyawan Pesantren,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,1,65000,25000,Saldo Tabungan Wadiah Koperasi,2
KOP-20251695,2025-10-12 11:10:00,ANG-1826,Muhammad Suryono,Masyarakat Sekitar,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,1,8000,3500,Saldo Tabungan Wadiah Koperasi,0
KOP-20251696,2025-02-26 21:55:00,ANG-1852,Umar Utami,Santri Asrama,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,2,36000,14000,Tunai,4
KOP-20251697,2025-01-24 19:29:00,ANG-383,Ali Hakim,Karyawan Pesantren,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,1,8000,3500,Kartu Santri Smart Card (RFID),2
KOP-20251698,2025-12-17 18:18:00,ANG-850,Dina Saputra,Wali Santri / Tamu,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,1,45000,17000,Saldo Tabungan Wadiah Koperasi,0
KOP-20251699,2025-01-05 10:43:00,ANG-297,Salma Wijaya,Ustadz / Pengajar,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,1,3500,1500,Tunai,2
KOP-20251700,2025-05-23 09:07:00,ANG-1343,Rizky Wijaya,Masyarakat Sekitar,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,3,285000,105000,Kartu Santri Smart Card (RFID),0
KOP-20251701,2025-08-03 17:00:00,ANG-1196,Salma Lestari,Karyawan Pesantren,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,1,8000,3500,Saldo Tabungan Wadiah Koperasi,2
KOP-20251702,2025-03-08 07:29:00,ANG-1419,Danang Utami,Karyawan Pesantren,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,2,130000,50000,Tunai,4
KOP-20251703,2025-06-20 16:18:00,ANG-1345,Umar Suryono,Wali Santri / Tamu,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,1,45000,17000,Saldo Tabungan Wadiah Koperasi,0
KOP-20251704,2025-09-24 11:35:00,ANG-1442,Zahra Hidayat,Ustadz / Pengajar,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,1,18000,7000,Tunai,2
KOP-20251705,2025-05-11 10:19:00,ANG-2500,Aisyah Maulana,Karyawan Pesantren,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,1,8000,3500,Saldo Tabungan Wadiah Koperasi,2
KOP-20251706,2025-07-03 15:11:00,ANG-820,Fatimah Hakim,Santri Asrama,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,2,16000,7000,Kartu Santri Smart Card (RFID),4
KOP-20251707,2025-09-29 19:32:00,ANG-2419,Ibrahim Utami,Masyarakat Sekitar,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,1,25000,13000,Saldo Tabungan Wadiah Koperasi,0
KOP-20251708,2025-06-09 09:37:00,ANG-2474,Putri Hakim,Masyarakat Sekitar,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,2,12000,5600,Tunai,0
KOP-20251709,2025-09-24 13:37:00,ANG-1024,Ilham Lestari,Ustadz / Pengajar,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,2,190000,70000,Tunai,4
KOP-20251710,2025-03-02 19:57:00,ANG-140,Zaid Wijaya,Ustadz / Pengajar,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,3,54000,21000,Tunai,6
KOP-20251711,2025-06-24 08:27:00,ANG-1597,Hana Utami,Karyawan Pesantren,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,1,3500,1500,Saldo Tabungan Wadiah Koperasi,2
KOP-20251712,2025-09-28 20:54:00,ANG-2430,Fatimah Firmansyah,Karyawan Pesantren,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,1,3500,1500,Tunai,2
KOP-20251713,2025-09-17 12:06:00,ANG-2380,Hasan Utami,Masyarakat Sekitar,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,1,6000,2800,QRIS Kopontren,0
KOP-20251714,2025-12-30 17:52:00,ANG-216,Ahmad Ramadhan,Ustadz / Pengajar,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,6,390000,150000,Saldo Tabungan Wadiah Koperasi,12
KOP-20251715,2025-03-25 21:56:00,ANG-1591,Harun Maulana,Karyawan Pesantren,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,2,36000,14000,QRIS Kopontren,4
KOP-20251716,2025-01-19 08:54:00,ANG-1926,Zahra Pratama,Karyawan Pesantren,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,6,48000,21000,QRIS Kopontren,12
KOP-20251717,2025-03-27 17:39:00,ANG-471,Hana Saputra,Karyawan Pesantren,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,1,18000,7000,Tunai,2
KOP-20251718,2025-03-24 13:33:00,ANG-1683,Danang Pratama,Ustadz / Pengajar,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,2,16000,7000,Saldo Tabungan Wadiah Koperasi,4
KOP-20251719,2025-07-08 13:22:00,ANG-1973,Taufiq Hakim,Santri Asrama,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,1,8000,3500,Kartu Santri Smart Card (RFID),2
KOP-20251720,2025-05-24 07:51:00,ANG-1790,Nisa Wijaya,Santri Asrama,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,1,95000,35000,Tunai,2
KOP-20251721,2025-06-04 20:16:00,ANG-1672,Harun Kusuma,Santri Asrama,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,1,95000,35000,Saldo Tabungan Wadiah Koperasi,2
KOP-20251722,2025-08-26 07:44:00,ANG-1431,Aisyah Lestari,Wali Santri / Tamu,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,2,190000,70000,Tunai,0
KOP-20251723,2025-05-15 07:55:00,ANG-101,Ahmad Utami,Karyawan Pesantren,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,1,18000,7000,Kartu Santri Smart Card (RFID),2
KOP-20251724,2025-01-12 11:59:00,ANG-461,Danang Hidayat,Ustadz / Pengajar,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,3,135000,51000,Kartu Santri Smart Card (RFID),6
KOP-20251725,2025-10-04 11:13:00,ANG-892,Dina Kusuma,Ustadz / Pengajar,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,2,50000,26000,Tunai,4
KOP-20251726,2025-02-13 21:59:00,ANG-2369,Safira Wijaya,Ustadz / Pengajar,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,4,380000,140000,Tunai,8
KOP-20251727,2025-08-09 17:14:00,ANG-1270,Taufiq Saputra,Masyarakat Sekitar,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,2,7000,3000,Tunai,0
KOP-20251728,2025-02-03 21:35:00,ANG-880,Danang Hidayat,Masyarakat Sekitar,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,2,190000,70000,Kartu Santri Smart Card (RFID),0
KOP-20251729,2025-10-18 12:47:00,ANG-376,Laila Hidayat,Ustadz / Pengajar,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,1,18000,7000,QRIS Kopontren,2
KOP-20251730,2025-04-22 09:07:00,ANG-2175,Hana Kusuma,Santri Asrama,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,1,25000,13000,Tunai,2
KOP-20251731,2025-01-13 21:43:00,ANG-1356,Hasan Hidayat,Wali Santri / Tamu,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,1,8000,3500,QRIS Kopontren,0
KOP-20251732,2025-07-27 20:45:00,ANG-233,Ahmad Pratama,Karyawan Pesantren,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,4,180000,68000,Saldo Tabungan Wadiah Koperasi,8
KOP-20251733,2025-11-04 17:04:00,ANG-2145,Danang Pratama,Wali Santri / Tamu,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,1,65000,25000,Tunai,0
KOP-20251734,2025-03-18 17:27:00,ANG-585,Harun Wijaya,Wali Santri / Tamu,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,3,285000,105000,Saldo Tabungan Wadiah Koperasi,0
KOP-20251735,2025-07-16 07:40:00,ANG-650,Muhammad Firmansyah,Masyarakat Sekitar,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,1,45000,17000,Saldo Tabungan Wadiah Koperasi,0
KOP-20251736,2025-06-13 10:38:00,ANG-640,Farhan Santoso,Ustadz / Pengajar,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,2,36000,14000,Kartu Santri Smart Card (RFID),4
KOP-20251737,2025-09-23 07:28:00,ANG-2390,Fatimah Maulana,Santri Asrama,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,1,3500,1500,QRIS Kopontren,2
KOP-20251738,2025-05-17 14:54:00,ANG-884,Azizah Saputra,Santri Asrama,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,3,10500,4500,Tunai,6
KOP-20251739,2025-01-04 19:28:00,ANG-2360,Maryam Hakim,Karyawan Pesantren,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,3,135000,51000,Kartu Santri Smart Card (RFID),6
KOP-20251740,2025-06-21 14:18:00,ANG-1578,Nurul Firmansyah,Masyarakat Sekitar,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,4,14000,6000,QRIS Kopontren,0
KOP-20251741,2025-02-04 19:43:00,ANG-1480,Safira Hidayat,Wali Santri / Tamu,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,2,12000,5600,Saldo Tabungan Wadiah Koperasi,0
KOP-20251742,2025-07-30 07:14:00,ANG-1384,Umar Ramadhan,Masyarakat Sekitar,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,4,32000,14000,Kartu Santri Smart Card (RFID),0
KOP-20251743,2025-10-12 13:50:00,ANG-364,Aisyah Utami,Karyawan Pesantren,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,1,18000,7000,Tunai,2
KOP-20251744,2025-09-09 09:20:00,ANG-1831,Laila Maulana,Wali Santri / Tamu,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,3,285000,105000,Tunai,0
KOP-20251745,2025-10-16 07:25:00,ANG-1687,Nisa Hakim,Wali Santri / Tamu,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,3,135000,51000,Tunai,0
KOP-20251746,2025-08-22 20:34:00,ANG-1945,Harun Maulana,Santri Asrama,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,1,65000,25000,QRIS Kopontren,2
KOP-20251747,2025-04-03 14:49:00,ANG-1492,Fikri Lestari,Santri Asrama,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,4,32000,14000,Kartu Santri Smart Card (RFID),8
KOP-20251748,2025-01-30 15:22:00,ANG-1416,Ali Firmansyah,Ustadz / Pengajar,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,2,90000,34000,Saldo Tabungan Wadiah Koperasi,4
KOP-20251749,2025-09-14 21:35:00,ANG-1656,Putri Wijaya,Karyawan Pesantren,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,3,75000,39000,QRIS Kopontren,6
KOP-20251750,2025-05-27 18:28:00,ANG-2139,Fatimah Maulana,Santri Asrama,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,2,7000,3000,Kartu Santri Smart Card (RFID),4
KOP-20251751,2025-10-06 09:03:00,ANG-1069,Muhammad Hidayat,Wali Santri / Tamu,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,1,8000,3500,Tunai,0
KOP-20251752,2025-01-20 12:43:00,ANG-328,Dina Kusuma,Wali Santri / Tamu,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,2,190000,70000,Saldo Tabungan Wadiah Koperasi,0
KOP-20251753,2025-10-19 18:20:00,ANG-1384,Taufiq Maulana,Karyawan Pesantren,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,2,130000,50000,Tunai,4
KOP-20251754,2025-07-23 09:14:00,ANG-771,Zahra Wijaya,Wali Santri / Tamu,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,4,260000,100000,QRIS Kopontren,0
KOP-20251755,2025-04-03 10:19:00,ANG-235,Ahmad Pratama,Santri Asrama,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,3,195000,75000,Saldo Tabungan Wadiah Koperasi,6
KOP-20251756,2025-02-11 13:45:00,ANG-1732,Hana Wijaya,Santri Asrama,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,2,90000,34000,Tunai,4
KOP-20251757,2025-09-24 15:11:00,ANG-362,Muhammad Hidayat,Wali Santri / Tamu,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,1,18000,7000,QRIS Kopontren,0
KOP-20251758,2025-09-02 11:18:00,ANG-1194,Dina Utami,Wali Santri / Tamu,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,3,18000,8400,Kartu Santri Smart Card (RFID),0
KOP-20251759,2025-07-01 10:46:00,ANG-1057,Salma Nugroho,Wali Santri / Tamu,PRD-05,Sabun Cuci & Perlengkapan Mandi,Sanitasi & Kebersihan,18000,11000,1,18000,7000,Saldo Tabungan Wadiah Koperasi,0
KOP-20251760,2025-02-27 10:35:00,ANG-885,Harun Ramadhan,Masyarakat Sekitar,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,4,24000,11200,Tunai,0
KOP-20251761,2025-08-08 16:13:00,ANG-1584,Danang Ramadhan,Santri Asrama,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,2,7000,3000,Tunai,4
KOP-20251762,2025-07-17 17:49:00,ANG-1479,Hasan Hakim,Masyarakat Sekitar,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,1,6000,2800,QRIS Kopontren,0
KOP-20251763,2025-06-02 11:59:00,ANG-664,Rizky Suryono,Masyarakat Sekitar,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,2,130000,50000,Saldo Tabungan Wadiah Koperasi,0
KOP-20251764,2025-04-08 11:26:00,ANG-1283,Farhan Firmansyah,Karyawan Pesantren,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,1,3500,1500,Tunai,2
KOP-20251765,2025-04-15 07:51:00,ANG-2136,Maryam Firmansyah,Wali Santri / Tamu,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,3,75000,39000,Kartu Santri Smart Card (RFID),0
KOP-20251766,2025-12-07 17:58:00,ANG-1138,Muhammad Nugroho,Masyarakat Sekitar,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,1,45000,17000,Kartu Santri Smart Card (RFID),0
KOP-20251767,2025-09-26 20:02:00,ANG-986,Zaid Kusuma,Wali Santri / Tamu,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,1,6000,2800,Kartu Santri Smart Card (RFID),0
KOP-20251768,2025-01-26 12:22:00,ANG-763,Umar Ramadhan,Karyawan Pesantren,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,2,12000,5600,QRIS Kopontren,4
KOP-20251769,2025-04-02 21:54:00,ANG-1989,Rania Maulana,Karyawan Pesantren,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,1,65000,25000,Kartu Santri Smart Card (RFID),2
KOP-20251770,2025-12-16 07:27:00,ANG-2421,Rizky Santoso,Santri Asrama,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,1,95000,35000,Tunai,2
KOP-20251771,2025-09-06 12:12:00,ANG-757,Danang Ramadhan,Wali Santri / Tamu,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,1,65000,25000,Kartu Santri Smart Card (RFID),0
KOP-20251772,2025-08-09 17:54:00,ANG-2446,Harun Kusuma,Wali Santri / Tamu,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,1,8000,3500,Saldo Tabungan Wadiah Koperasi,0
KOP-20251773,2025-06-30 19:31:00,ANG-1039,Danang Pratama,Santri Asrama,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,2,190000,70000,Saldo Tabungan Wadiah Koperasi,4
KOP-20251774,2025-08-28 19:47:00,ANG-745,Fikri Suryono,Karyawan Pesantren,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,1,25000,13000,Kartu Santri Smart Card (RFID),2
KOP-20251775,2025-12-04 20:40:00,ANG-1007,Rania Saputra,Wali Santri / Tamu,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,1,6000,2800,Saldo Tabungan Wadiah Koperasi,0
KOP-20251776,2025-03-23 20:51:00,ANG-246,Taufiq Hakim,Santri Asrama,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,3,135000,51000,Kartu Santri Smart Card (RFID),6
KOP-20251777,2025-11-01 17:13:00,ANG-1049,Rafi Hakim,Karyawan Pesantren,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,3,285000,105000,Kartu Santri Smart Card (RFID),6
KOP-20251778,2025-09-08 15:49:00,ANG-1248,Nurul Firmansyah,Karyawan Pesantren,PRD-01,Buku Kitab Kuning & Modul Pelajaran,Pendidikan,45000,28000,1,45000,17000,Kartu Santri Smart Card (RFID),2
KOP-20251779,2025-02-09 21:03:00,ANG-1717,Fikri Nugroho,Santri Asrama,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,2,7000,3000,Kartu Santri Smart Card (RFID),4
KOP-20251780,2025-09-07 18:23:00,ANG-2442,Dina Ramadhan,Santri Asrama,PRD-04,Roti Bakar & Snack Halal Pesantren,Makanan Ringan,8000,4500,3,24000,10500,Kartu Santri Smart Card (RFID),6
KOP-20251781,2025-06-17 16:19:00,ANG-1541,Dina Utami,Wali Santri / Tamu,PRD-02,Minyak Wangi Non-Alkohol & Siwak,Ibadah & Sunnah,25000,12000,3,75000,39000,Kartu Santri Smart Card (RFID),0
KOP-20251782,2025-05-25 12:59:00,ANG-209,Ahmad Lestari,Ustadz / Pengajar,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,1,95000,35000,Tunai,2
KOP-20251783,2025-12-07 10:34:00,ANG-1759,Rizky Hidayat,Ustadz / Pengajar,PRD-07,Alat Tulis & Buku Tulis 58 Lembar,Stationery,6000,3200,1,6000,2800,Saldo Tabungan Wadiah Koperasi,2
KOP-20251784,2025-12-15 15:44:00,ANG-2442,Zahra Kusuma,Karyawan Pesantren,PRD-03,Air Mineral Santri Al-Barakah 600ml,Minuman,3500,2000,1,3500,1500,Saldo Tabungan Wadiah Koperasi,2
KOP-20251785,2025-01-19 13:59:00,ANG-830,Fikri Santoso,Masyarakat Sekitar,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,1,95000,35000,QRIS Kopontren,0
KOP-20251786,2025-11-19 12:34:00,ANG-1611,Rizky Santoso,Wali Santri / Tamu,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,1,65000,25000,Kartu Santri Smart Card (RFID),0
KOP-20251787,2025-05-17 17:11:00,ANG-950,Rania Nugroho,Santri Asrama,PRD-08,Madu Habbatussauda Murni 250gr,Herbal & Kesehatan,65000,40000,1,65000,25000,Tunai,2
KOP-20251788,2025-09-25 16:54:00,ANG-178,Rafi Lestari,Santri Asrama,PRD-06,Sarung Tenun & Peci Santri Premium,Pakaian & Busana,95000,60000,3,285000,105000,Saldo Tabungan Wadiah Koperasi,6
